date,campaign_id,campaign_name,impressions,clicks,cost_usd
2024-08-28,104,Retargeting - Display,92072,4975,790.81
2024-08-29,104,Retargeting - Display,153028,7548,1051.28
2024-08-30,104,Retargeting - Display,81270,1906,907.37
2024-08-31,104,Retargeting - Display,104342,3201,1078.46
2024-09-01,104,Retargeting - Display,107441,4780,1071.0
2024-09-02,104,Retargeting - Display,103231,4343,841.26
2024-09-03,104,Retargeting - Display,123766,4371,1133.38
2024-09-04,104,Retargeting - Display,77312,2345,815.56
2024-09-05,104,Retargeting - Display,68272,2728,754.7
2024-09-06,104,Retargeting - Display,72346,2908,878.9
2024-09-07,104,Retargeting - Display,120734,2980,985.95
2024-09-08,104,Retargeting - Display,112301,2398,781.0
2024-09-09,104,Retargeting - Display,95413,4576,767.6
2024-09-10,104,Retargeting - Display,123121,5171,1156.79
2024-09-11,104,Retargeting - Display,81273,4334,801.28
2024-09-12,104,Retargeting - Display,125777,3139,938.54
2024-09-13,104,Retargeting - Display,144206,5595,964.02
2024-09-14,104,Retargeting - Display,90819,2283,1087.06
2024-09-15,104,Retargeting - Display,85253,2770,1030.91
2024-09-16,104,Retargeting - Display,97336,2945,1201.19
2024-09-17,104,Retargeting - Display,139698,5525,1164.99
2024-09-18,104,Retargeting - Display,112639,3770,887.87
2024-09-19,104,Retargeting - Display,140024,8152,1086.13
2024-09-20,104,Retargeting - Display,67768,3788,779.82
2024-09-21,104,Retargeting - Display,102970,4564,825.87
2024-09-22,104,Retargeting - Display,108131,2239,957.37
2024-09-23,104,Retargeting - Display,71043,2686,721.52
2024-09-24,104,Retargeting - Display,116416,6900,1016.19
2024-09-25,104,Retargeting - Display,85510,3836,696.59
2024-09-26,104,Retargeting - Display,115556,4936,1052.28
2024-09-27,104,Retargeting - Display,109037,5825,987.52
2024-09-28,104,Retargeting - Display,75323,4220,793.28
2024-09-29,104,Retargeting - Display,94489,3257,1115.57
2024-09-30,104,Retargeting - Display,61826,2353,751.33
2024-10-01,104,Retargeting - Display,109299,3060,833.16
2024-10-02,104,Retargeting - Display,136814,6498,1006.14
2024-10-03,104,Retargeting - Display,170826,10027,1155.91
2024-10-04,104,Retargeting - Display,83765,3312,724.95
2024-10-05,104,Retargeting - Display,88721,2797,704.37
2024-10-06,104,Retargeting - Display,99186,2394,1124.85
2024-10-07,104,Retargeting - Display,121642,3684,868.29
2024-10-08,104,Retargeting - Display,127941,3014,880.68
2024-10-09,104,Retargeting - Display,150649,3231,1223.32
2024-10-10,104,Retargeting - Display,82369,2844,903.23
2024-10-11,104,Retargeting - Display,96971,5423,800.96
2024-10-12,104,Retargeting - Display,105930,3239,737.97
2024-10-13,104,Retargeting - Display,68557,2051,666.62
2024-10-14,104,Retargeting - Display,88618,4570,754.9
2024-10-15,104,Retargeting - Display,132371,5625,945.32
2024-10-16,104,Retargeting - Display,127815,4861,1111.9
2024-10-17,104,Retargeting - Display,129118,6712,1229.52
2024-10-18,104,Retargeting - Display,70966,1565,736.23
2024-10-19,104,Retargeting - Display,84514,1695,1051.84
2024-10-20,104,Retargeting - Display,64329,2390,740.55
2024-10-21,104,Retargeting - Display,81137,1773,1001.9
2024-10-22,104,Retargeting - Display,98045,5526,761.33
2024-10-23,104,Retargeting - Display,177035,5313,1180.92
2024-10-24,104,Retargeting - Display,133094,4997,1150.47
2024-10-25,104,Retargeting - Display,71490,2773,664.17
2024-10-26,104,Retargeting - Display,136619,8157,1110.43
2024-10-27,104,Retargeting - Display,101769,3876,1215.2
2024-10-28,104,Retargeting - Display,89859,2938,1044.26
2024-10-29,104,Retargeting - Display,99879,2287,912.58
2024-10-30,104,Retargeting - Display,105098,5051,1151.96
2024-10-31,104,Retargeting - Display,123404,3602,995.2
2024-11-01,104,Retargeting - Display,109485,4760,1258.85
2024-11-02,104,Retargeting - Display,152031,5203,1348.29
2024-11-03,104,Retargeting - Display,187010,11026,1483.43
2024-11-04,104,Retargeting - Display,162835,8075,1697.5
2024-11-05,104,Retargeting - Display,154461,4520,1678.68
2024-11-06,104,Retargeting - Display,186495,5070,1818.03
2024-11-07,104,Retargeting - Display,128131,6557,1155.01
2024-11-08,104,Retargeting - Display,198435,10165,1926.03
2024-11-09,104,Retargeting - Display,121827,5325,1199.27
2024-11-10,104,Retargeting - Display,160294,3955,1255.54
2024-11-11,104,Retargeting - Display,182024,8190,1584.66
2024-11-12,104,Retargeting - Display,179988,5988,1555.08
2024-11-13,104,Retargeting - Display,106903,3350,1159.6
2024-11-14,104,Retargeting - Display,102070,4820,1065.57
2024-11-15,104,Retargeting - Display,150931,5781,1167.23
2024-11-16,104,Retargeting - Display,218960,8662,1755.83
2024-11-17,104,Retargeting - Display,133107,3397,1203.9
2024-11-18,104,Retargeting - Display,244922,12969,1675.18
2024-11-19,104,Retargeting - Display,148330,8380,1569.19
2024-11-20,104,Retargeting - Display,109577,4793,1119.8
2024-11-21,104,Retargeting - Display,151496,5039,1821.67
2024-11-22,104,Retargeting - Display,224344,8232,1603.78
2024-11-23,104,Retargeting - Display,155002,4174,1263.38
2024-11-24,104,Retargeting - Display,163234,5489,1374.44
2024-11-25,104,Retargeting - Display,88862,3423,1094.84
2024-11-26,104,Retargeting - Display,155572,9053,1593.55
2024-11-27,104,Retargeting - Display,147052,8057,1451.53
2024-11-28,104,Retargeting - Display,230341,7860,1725.53
2024-11-29,104,Retargeting - Display,145370,5904,1663.03
2024-11-30,104,Retargeting - Display,137866,7149,1599.05
2024-12-01,104,Retargeting - Display,235989,11449,1899.6
2024-12-02,104,Retargeting - Display,110226,3655,1109.58
2024-12-03,104,Retargeting - Display,156912,4234,1615.87
2024-12-04,104,Retargeting - Display,130412,3703,1082.36
2024-12-05,104,Retargeting - Display,187473,10260,1543.99
2024-12-06,104,Retargeting - Display,143655,3632,1086.35
2024-12-07,104,Retargeting - Display,186376,6448,1418.06
2024-12-08,104,Retargeting - Display,204009,6531,1601.11
2024-12-09,104,Retargeting - Display,174536,4382,1643.03
2024-12-10,104,Retargeting - Display,250050,6306,1871.05
2024-12-11,104,Retargeting - Display,132158,5143,1178.44
2024-12-12,104,Retargeting - Display,193191,8655,1899.61
2024-12-13,104,Retargeting - Display,164231,3486,1512.48
2024-12-14,104,Retargeting - Display,115628,3549,1391.8
2024-12-15,104,Retargeting - Display,243248,8921,1695.87
2024-12-16,104,Retargeting - Display,207325,5840,1423.82
2024-12-17,104,Retargeting - Display,161528,5955,1912.49
2024-12-18,104,Retargeting - Display,152436,3649,1136.42
2024-12-19,104,Retargeting - Display,168097,8329,1540.25
2024-12-20,104,Retargeting - Display,137119,7004,1126.81
2024-12-21,104,Retargeting - Display,117538,4820,1291.71
2024-12-22,104,Retargeting - Display,203793,11721,1815.77
2024-12-23,104,Retargeting - Display,178200,6326,1535.71
2024-12-24,104,Retargeting - Display,96335,3281,1084.3
2024-12-25,104,Retargeting - Display,182323,6362,1545.23
2024-12-26,104,Retargeting - Display,188352,11154,1324.39
2024-12-27,104,Retargeting - Display,222806,7799,1578.19
2024-12-28,104,Retargeting - Display,192167,8515,1773.63
2024-12-29,104,Retargeting - Display,256733,7044,1830.76
2024-12-30,104,Retargeting - Display,262010,10818,1808.56
2024-12-31,104,Retargeting - Display,111109,5311,1226.78
2025-01-01,104,Retargeting - Display,81944,2379,733.17
2025-01-02,104,Retargeting - Display,83596,1696,657.64
2025-01-03,104,Retargeting - Display,78618,2293,656.92
2025-01-04,104,Retargeting - Display,83637,1788,740.6
2025-01-05,104,Retargeting - Display,79616,3944,
2025-01-06,104,Retargeting - Display,91196,4337,661.65
2025-01-07,104,Retargeting - Display,70198,3400,675.78
2025-01-08,104,Retargeting - Display,62980,3635,771.56
2025-01-09,104,Retargeting - Display,102811,5986,956.29
2025-01-10,104,Retargeting - Display,95713,2607,871.58
2025-01-11,104,Retargeting - Display,93470,3985,981.19
2025-01-12,104,Retargeting - Display,64263,3781,678.42
2025-01-13,104,Retargeting - Display,78600,4463,948.06
2025-01-14,104,Retargeting - Display,109406,5274,852.06
2025-01-15,104,Retargeting - Display,94080,4499,690.98
2025-01-16,104,Retargeting - Display,81506,3878,622.82
2025-01-17,104,Retargeting - Display,92318,2560,695.83
2025-01-18,104,Retargeting - Display,103584,4949,730.19
2025-01-19,104,Retargeting - Display,99091,4590,848.04
2025-01-20,104,Retargeting - Display,122992,5600,968.87
2025-01-21,104,Retargeting - Display,50850,2655,607.3
2025-01-22,104,Retargeting - Display,66522,3053,787.63
2025-01-23,104,Retargeting - Display,80456,4654,947.99
2025-01-24,104,Retargeting - Display,84836,2076,835.54
2025-01-25,104,Retargeting - Display,110220,4431,834.87
2025-01-26,104,Retargeting - Display,54111,2747,612.5
2025-01-27,104,Retargeting - Display,78334,3079,853.7
2025-01-28,104,Retargeting - Display,63909,1932,598.64
2025-01-29,104,Retargeting - Display,79709,2482,535.88
2025-01-30,104,Retargeting - Display,103969,3505,798.08
2025-01-31,104,Retargeting - Display,60892,1780,751.8
2025-02-01,104,Retargeting - Display,93789,2956,883.72
2025-02-02,104,Retargeting - Display,123014,7262,943.09
2025-02-03,104,Retargeting - Display,53693,2144,612.64
2025-02-04,104,Retargeting - Display,100540,3351,740.47
2025-02-05,104,Retargeting - Display,95447,3229,950.76
2025-02-06,104,Retargeting - Display,92011,2775,885.71
2025-02-07,104,Retargeting - Display,98043,2473,831.73
2025-02-08,104,Retargeting - Display,94063,4899,950.69
2025-02-09,104,Retargeting - Display,93339,3196,747.58
2025-02-10,104,Retargeting - Display,98651,5037,958.54
2025-02-11,104,Retargeting - Display,80435,4469,574.93
2025-02-12,104,Retargeting - Display,115214,3944,777.99
2025-02-13,104,Retargeting - Display,75461,1956,631.86
2025-02-14,104,Retargeting - Display,74605,2097,812.31
2025-02-15,104,Retargeting - Display,95963,5048,928.99
2025-02-16,104,Retargeting - Display,53553,2017,651.59
2025-02-17,104,Retargeting - Display,66699,1676,802.27
2025-02-18,104,Retargeting - Display,47686,2138,547.59
2025-02-19,104,Retargeting - Display,77996,1576,579.33
2025-02-20,104,Retargeting - Display,64763,2395,736.85
2025-02-21,104,Retargeting - Display,78057,3372,573.45
2025-02-22,104,Retargeting - Display,78646,2134,827.42
2025-02-23,104,Retargeting - Display,76047,3905,919.57
2025-02-24,104,Retargeting - Display,103710,2303,715.31
2025-02-25,104,Retargeting - Display,84028,2337,840.34
2025-02-26,104,Retargeting - Display,75650,2221,605.17
2025-02-27,104,Retargeting - Display,106149,3525,806.77
2025-02-28,104,Retargeting - Display,61732,3578,-73.384
2025-03-01,104,Retargeting - Display,112948,6445,1162.87
2025-03-02,104,Retargeting - Display,131397,3655,1104.14
2025-03-03,104,Retargeting - Display,86500,3938,822.96
2025-03-04,104,Retargeting - Display,83776,3149,869.98
2025-03-05,104,Retargeting - Display,108322,3825,1192.62
2025-03-06,104,Retargeting - Display,101271,3726,928.46
2025-03-07,104,Retargeting - Display,139574,7105,1139.69
2025-03-08,104,Retargeting - Display,90165,5289,677.87
2025-03-09,104,Retargeting - Display,112658,5419,1086.11
2025-03-10,104,Retargeting - Display,112980,6161,865.63
2025-03-11,104,Retargeting - Display,104320,2300,911.98
2025-03-12,104,Retargeting - Display,136219,5784,931.35
2025-03-13,104,Retargeting - Display,99127,2392,732.67
2025-03-14,104,Retargeting - Display,129850,7541,1195.54
2025-03-15,104,Retargeting - Display,99826,2717,1073.67
2025-03-16,104,Retargeting - Display,87231,4730,822.45
2025-03-17,104,Retargeting - Display,89137,4097,771.38
2025-03-18,104,Retargeting - Display,132910,7044,958.69
2025-03-19,104,Retargeting - Display,102059,3710,1064.54
2025-03-20,104,Retargeting - Display,73232,4120,874.8
2025-03-21,104,Retargeting - Display,121421,3513,1058.62
2025-03-22,104,Retargeting - Display,130657,4231,1110.75
2025-03-23,104,Retargeting - Display,103189,2728,922.75
2025-03-24,104,Retargeting - Display,82590,2852,754.89
2025-03-25,104,Retargeting - Display,79481,4621,693.17
2025-03-26,104,Retargeting - Display,121774,5368,981.73
2025-03-27,104,Retargeting - Display,134216,5957,918.55
2025-03-28,104,Retargeting - Display,137992,7788,939.15
2025-03-29,104,Retargeting - Display,69795,1921,704.23
2025-03-30,104,Retargeting - Display,171271,4692,1173.52
2025-03-31,104,Retargeting - Display,66386,3117,768.67
2025-04-01,104,Retargeting - Display,80781,3784,886.22
2025-04-02,104,Retargeting - Display,99211,3412,920.94
2025-04-03,104,Retargeting - Display,97506,5791,690.96
2025-04-04,104,Retargeting - Display,83679,4326,876.69
2025-04-05,104,Retargeting - Display,129408,2782,1000.68
2025-04-06,104,Retargeting - Display,149964,5961,1066.24
2025-04-07,104,Retargeting - Display,102782,4588,1027.81
2025-04-08,104,Retargeting - Display,81828,2687,866.27
2025-04-09,104,Retargeting - Display,94479,2353,895.83
2025-04-10,104,Retargeting - Display,102115,5675,1018.92
2025-04-11,104,Retargeting - Display,77568,1720,851.56
2025-04-12,104,Retargeting - Display,73299,2240,710.35
2025-04-13,104,Retargeting - Display,90500,2260,703.4
2025-04-14,104,Retargeting - Display,119311,4281,1061.96
2025-04-15,104,Retargeting - Display,130610,7020,1082.93
2025-04-16,104,Retargeting - Display,126993,4785,1122.2
2025-04-17,104,Retargeting - Display,112329,4637,778.09
2025-04-18,104,Retargeting - Display,80476,1846,944.22
2025-04-19,104,Retargeting - Display,134472,6522,1013.34
2025-04-20,104,Retargeting - Display,116220,5318,1107.77
2025-04-21,104,Retargeting - Display,79599,4678,704.85
2025-04-22,104,Retargeting - Display,107778,2481,834.45
2025-04-23,104,Retargeting - Display,109661,4635,927.4
2025-04-24,104,Retargeting - Display,115964,4028,1175.53
2025-04-25,104,Retargeting - Display,92770,4602,1157.06
2025-04-26,104,Retargeting - Display,98323,2501,922.95
2025-04-27,104,Retargeting - Display,89150,2067,872.37
2025-04-28,104,Retargeting - Display,109498,3345,1134.47
2025-04-29,104,Retargeting - Display,129529,3902,1037.68
2025-04-30,104,Retargeting - Display,103474,2154,1157.77
2025-05-01,104,Retargeting - Display,61633,1861,767.01
2025-05-02,104,Retargeting - Display,141236,7307,1126.0
2025-05-03,104,Retargeting - Display,95543,5340,800.69
2025-05-04,104,Retargeting - Display,137545,5629,1179.63
2025-05-05,104,Retargeting - Display,124025,5601,866.7
2025-05-06,104,Retargeting - Display,131318,3423,928.49
2025-05-07,104,Retargeting - Display,102117,2320,1222.0
2025-05-08,104,Retargeting - Display,77115,2459,776.65
2025-05-09,104,Retargeting - Display,101862,2792,1030.41
2025-05-10,104,Retargeting - Display,99154,2805,1165.0
2025-05-11,104,Retargeting - Display,146070,3399,1031.65
2025-05-12,104,Retargeting - Display,74055,2388,878.45
2025-05-13,104,Retargeting - Display,127909,6699,1187.64
2025-05-14,104,Retargeting - Display,148936,6698,1173.18
2025-05-15,104,Retargeting - Display,62437,1945,719.24
2025-05-16,104,Retargeting - Display,123962,4918,1154.97
2025-05-17,104,Retargeting - Display,86041,3680,776.99
2025-05-18,104,Retargeting - Display,122492,2888,1048.72
2025-05-19,104,Retargeting - Display,58356,1469,681.27
2025-05-20,104,Retargeting - Display,115239,6603,999.16
2025-05-21,104,Retargeting - Display,77527,4193,892.1
2025-05-22,104,Retargeting - Display,149014,3470,994.52
2025-05-23,104,Retargeting - Display,114234,6201,892.34
2025-05-24,104,Retargeting - Display,111113,4682,1182.23
2025-05-25,104,Retargeting - Display,105110,5061,788.29
2025-05-26,104,Retargeting - Display,141456,5058,1057.36
2025-05-27,104,Retargeting - Display,125979,3134,1032.9
2025-05-28,104,Retargeting - Display,96141,4689,1165.49
2025-05-29,104,Retargeting - Display,165793,3440,1112.62
2025-05-30,104,Retargeting - Display,89981,3181,1033.35
2025-05-31,104,Retargeting - Display,166506,8481,1171.17
2025-06-01,104,Retargeting - Display,119938,2675,1054.91
2025-06-02,104,Retargeting - Display,96530,4942,919.29
2025-06-03,104,Retargeting - Display,115573,4326,863.18
2025-06-04,104,Retargeting - Display,120465,2732,1186.75
2025-06-05,104,Retargeting - Display,116236,4399,1208.38
2025-06-06,104,Retargeting - Display,112759,4729,915.66
2025-06-07,104,Retargeting - Display,85301,3083,872.25
2025-06-08,104,Retargeting - Display,176204,10086,1175.31
2025-06-09,104,Retargeting - Display,99866,2594,834.67
2025-06-10,104,Retargeting - Display,113166,6259,1042.38
2025-06-11,104,Retargeting - Display,145629,6965,991.95
2025-06-12,104,Retargeting - Display,86193,4978,880.1
2025-06-13,104,Retargeting - Display,143527,5858,1200.04
2025-06-14,104,Retargeting - Display,109807,4158,1011.82
2025-06-15,104,Retargeting - Display,96890,3451,996.62
2025-06-16,104,Retargeting - Display,108731,3123,791.18
2025-06-17,104,Retargeting - Display,69101,2092,695.12
2025-06-18,104,Retargeting - Display,88025,2790,800.94
2025-06-19,104,Retargeting - Display,89413,2862,1109.98
2025-06-20,104,Retargeting - Display,96907,5293,1102.92
2025-06-21,104,Retargeting - Display,88656,2355,813.05
2025-06-22,104,Retargeting - Display,139761,5771,1006.56
2025-06-23,104,Retargeting - Display,109455,2874,1061.96
2025-06-24,104,Retargeting - Display,136920,6679,928.74
2025-06-25,104,Retargeting - Display,105671,2987,881.94
2025-06-26,104,Retargeting - Display,128008,2678,1152.46
2025-06-27,104,Retargeting - Display,86709,4175,908.04
2025-06-28,104,Retargeting - Display,79363,3968,804.58
2025-06-29,104,Retargeting - Display,127093,3550,848.01
2025-06-30,104,Retargeting - Display,127531,2961,1026.82
2025-07-01,104,Retargeting - Display,117898,3899,
2025-07-02,104,Retargeting - Display,119710,2535,914.11
2025-07-03,104,Retargeting - Display,128352,6677,871.46
2025-07-04,104,Retargeting - Display,62823,2017,701.56
2025-07-05,104,Retargeting - Display,110270,2699,1160.15
2025-07-06,104,Retargeting - Display,159818,8547,1096.58
2025-07-07,104,Retargeting - Display,88008,2739,1038.21
2025-07-08,104,Retargeting - Display,91113,2745,864.94
2025-07-09,104,Retargeting - Display,109463,4859,1185.65
2025-07-10,104,Retargeting - Display,141721,4005,1084.68
2025-07-11,104,Retargeting - Display,133890,6372,1046.16
2025-07-12,104,Retargeting - Display,83302,2904,740.04
2025-07-13,104,Retargeting - Display,62821,3380,716.9
2025-07-14,104,Retargeting - Display,88992,3223,1038.91
2025-07-15,104,Retargeting - Display,104823,4489,906.04
2025-07-16,104,Retargeting - Display,78779,3139,749.33
2025-07-17,104,Retargeting - Display,112333,4253,1104.67
2025-07-18,104,Retargeting - Display,86825,3668,864.48
2025-07-19,104,Retargeting - Display,125140,6755,905.84
2025-07-20,104,Retargeting - Display,106545,5610,822.15
2025-07-21,104,Retargeting - Display,115562,4522,1041.11
2025-07-22,104,Retargeting - Display,78349,1674,694.52
2025-07-23,104,Retargeting - Display,127787,3148,1176.1
2025-07-24,104,Retargeting - Display,64903,3559,760.77
2025-07-25,104,Retargeting - Display,122013,4114,1146.58
2025-07-26,104,Retargeting - Display,82701,4225,804.88
2025-07-27,104,Retargeting - Display,85989,3103,863.3
2025-07-28,104,Retargeting - Display,60262,1900,664.53
2025-07-29,104,Retargeting - Display,164046,4578,1116.7
2025-07-30,104,Retargeting - Display,83978,2650,845.44
2025-07-31,104,Retargeting - Display,138530,7832,1090.06
2025-08-01,104,Retargeting - Display,86563,5017,1011.1
2025-08-02,104,Retargeting - Display,132991,3727,1184.42
2025-08-03,104,Retargeting - Display,58781,2141,687.77
2025-08-04,104,Retargeting - Display,139366,4532,965.52
2025-08-05,104,Retargeting - Display,101433,5466,1081.3
2025-08-06,104,Retargeting - Display,105045,3102,926.84
2025-08-07,104,Retargeting - Display,58528,1881,666.72
2025-08-08,104,Retargeting - Display,83561,2116,995.52
2025-08-09,104,Retargeting - Display,91516,2392,1116.67
2025-08-10,104,Retargeting - Display,134871,4542,1013.61
2025-08-11,104,Retargeting - Display,94463,3948,962.19
2025-08-12,104,Retargeting - Display,76279,1880,891.27
2025-08-13,104,Retargeting - Display,81561,3780,703.38
2025-08-14,104,Retargeting - Display,53982,2750,666.36
2025-08-15,104,Retargeting - Display,161420,4978,1210.89
2025-08-16,104,Retargeting - Display,126414,3113,1142.36
2025-08-17,104,Retargeting - Display,156910,3981,1070.68
2025-08-18,104,Retargeting - Display,160118,9473,1067.71
2025-08-19,104,Retargeting - Display,111459,3113,1163.11
2025-08-20,104,Retargeting - Display,120320,5457,833.02
2025-08-21,104,Retargeting - Display,178279,5219,1210.24
2025-08-22,104,Retargeting - Display,68612,2298,853.77
2025-08-23,104,Retargeting - Display,76862,1840,681.64
2025-08-24,104,Retargeting - Display,61415,2780,692.29
2025-08-25,104,Retargeting - Display,147878,6359,1131.59
2025-08-26,104,Retargeting - Display,90209,1983,1004.14
2025-08-27,104,Retargeting - Display,110384,3591,1034.66
2025-08-28,104,Retargeting - Display,75602,3370,716.35
2025-08-29,104,Retargeting - Display,73668,2243,802.02
2025-08-30,104,Retargeting - Display,127870,5794,934.28
2025-08-31,104,Retargeting - Display,86452,4951,940.02
2025-09-01,104,Retargeting - Display,140029,5238,964.76
2025-09-02,104,Retargeting - Display,105374,4415,808.69
2025-09-03,104,Retargeting - Display,71328,3518,875.08
2025-09-04,104,Retargeting - Display,97598,4392,1164.47
2025-09-05,104,Retargeting - Display,146062,7828,1098.77
2025-09-06,104,Retargeting - Display,124797,5452,1151.6
2025-09-07,104,Retargeting - Display,101107,5101,996.13
2025-09-08,104,Retargeting - Display,97017,3811,869.64
2025-09-09,104,Retargeting - Display,81875,3133,764.82
2025-09-10,104,Retargeting - Display,143218,5768,1054.71
2025-09-11,104,Retargeting - Display,149557,6906,1168.46
2025-09-12,104,Retargeting - Display,86820,5081,791.61
2025-09-13,104,Retargeting - Display,110522,3802,1134.3
2025-09-14,104,Retargeting - Display,74230,1812,781.19
2025-09-15,104,Retargeting - Display,133559,3144,932.54
2025-09-16,104,Retargeting - Display,106279,4839,771.8
2025-09-17,104,Retargeting - Display,78018,3630,789.01
2025-09-18,104,Retargeting - Display,144182,6257,1209.14
2025-09-19,104,Retargeting - Display,107708,3917,1155.08
2025-09-20,104,Retargeting - Display,119958,6376,893.75
2025-09-21,104,Retargeting - Display,175751,7560,1188.52
2025-09-22,104,Retargeting - Display,114740,6078,949.4
2025-09-23,104,Retargeting - Display,74381,4108,827.49
2025-09-24,104,Retargeting - Display,97081,3867,1131.75
2025-09-25,104,Retargeting - Display,107246,3201,1045.61
2025-09-26,104,Retargeting - Display,95444,2744,-95.16900000000001
2025-09-27,104,Retargeting - Display,87196,3961,687.68
2025-09-28,104,Retargeting - Display,84649,3252,726.95
2025-09-29,104,Retargeting - Display,138329,4543,1069.88
2025-09-30,104,Retargeting - Display,61823,2677,750.38
2025-10-01,104,Retargeting - Display,118205,5341,1176.3
2025-10-02,104,Retargeting - Display,93606,2871,719.44
2025-10-03,104,Retargeting - Display,99260,3750,835.2
2025-10-04,104,Retargeting - Display,60095,1460,709.69
2025-10-05,104,Retargeting - Display,93623,2724,1098.03
2025-10-06,104,Retargeting - Display,92532,3917,788.62
2025-10-07,104,Retargeting - Display,80491,2128,981.25
2025-10-08,104,Retargeting - Display,110810,3102,767.94
2025-10-09,104,Retargeting - Display,62413,2784,699.37
2025-10-10,104,Retargeting - Display,117325,5119,887.34
2025-10-11,104,Retargeting - Display,114392,4979,994.5
2025-10-12,104,Retargeting - Display,119521,4517,997.83
2025-10-13,104,Retargeting - Display,105007,4863,917.34
2025-10-14,104,Retargeting - Display,104811,2844,1107.23
2025-10-15,104,Retargeting - Display,79306,1779,675.1
2025-10-16,104,Retargeting - Display,121796,4879,1053.61
2025-10-17,104,Retargeting - Display,95108,4902,1061.4
2025-10-18,104,Retargeting - Display,134510,7536,1054.84
2025-10-19,104,Retargeting - Display,139646,6223,950.06
2025-10-20,104,Retargeting - Display,112022,5908,795.73
2025-10-21,104,Retargeting - Display,88153,3703,738.52
2025-10-22,104,Retargeting - Display,134499,7002,1212.51
2025-10-23,104,Retargeting - Display,97640,3556,663.77
2025-10-24,104,Retargeting - Display,74941,3495,814.94
2025-10-25,104,Retargeting - Display,139501,7783,958.81
2025-10-26,104,Retargeting - Display,145331,5090,1018.2
2025-10-27,104,Retargeting - Display,125884,4498,959.27
2025-10-28,104,Retargeting - Display,91488,4226,724.28
2025-10-29,104,Retargeting - Display,105437,5214,733.4
2025-10-30,104,Retargeting - Display,94511,4746,756.14
2025-10-31,104,Retargeting - Display,98937,2711,777.12
2025-11-01,104,Retargeting - Display,191213,9238,1597.14
2025-11-02,104,Retargeting - Display,242066,5147,1624.11
2025-11-03,104,Retargeting - Display,145672,7272,1673.06
2025-11-04,104,Retargeting - Display,245351,4984,1861.58
2025-11-05,104,Retargeting - Display,218842,5822,1728.0
2025-11-06,104,Retargeting - Display,149701,6414,1069.15
2025-11-07,104,Retargeting - Display,116603,3391,1061.2
2025-11-08,104,Retargeting - Display,231160,6654,1562.46
2025-11-09,104,Retargeting - Display,158991,6944,1457.41
2025-11-10,104,Retargeting - Display,168077,6911,1297.06
2025-11-11,104,Retargeting - Display,162514,9126,1259.34
2025-11-12,104,Retargeting - Display,202699,6454,1439.02
2025-11-13,104,Retargeting - Display,112465,2684,1113.98
2025-11-14,104,Retargeting - Display,124356,6127,1356.06
2025-11-15,104,Retargeting - Display,147513,8544,
2025-11-16,104,Retargeting - Display,151623,6466,1844.0
2025-11-17,104,Retargeting - Display,155419,8237,1293.66
2025-11-18,104,Retargeting - Display,162517,7499,1567.68
2025-11-19,104,Retargeting - Display,200210,5546,1551.97
2025-11-20,104,Retargeting - Display,159610,5113,1281.73
2025-11-21,104,Retargeting - Display,171817,7615,1188.57
2025-11-22,104,Retargeting - Display,158386,4937,1231.73
2025-11-23,104,Retargeting - Display,89209,5266,1089.6
2025-11-24,104,Retargeting - Display,118721,4202,1327.58
2025-11-25,104,Retargeting - Display,196285,6404,1630.71
2025-11-26,104,Retargeting - Display,136024,6242,1542.61
2025-11-27,104,Retargeting - Display,141623,6679,1315.88
2025-11-28,104,Retargeting - Display,154907,7659,1501.7
2025-11-29,104,Retargeting - Display,165629,8537,1593.58
2025-11-30,104,Retargeting - Display,159713,8694,1285.19
2025-12-01,104,Retargeting - Display,221822,10874,1761.31
2025-12-02,104,Retargeting - Display,231816,12747,1802.2
2025-12-03,104,Retargeting - Display,212270,8493,1485.57
2025-12-04,104,Retargeting - Display,160017,6026,1558.9
2025-12-05,104,Retargeting - Display,193076,10766,1529.88
2025-12-06,104,Retargeting - Display,233897,6332,1667.87
2025-12-07,104,Retargeting - Display,130791,4436,1215.26
2025-12-08,104,Retargeting - Display,192637,6463,1372.68
2025-12-09,104,Retargeting - Display,163508,9297,1153.01
2025-12-10,104,Retargeting - Display,179187,9496,1608.62
2025-12-11,104,Retargeting - Display,115063,3948,1307.5
2025-12-12,104,Retargeting - Display,172185,3606,1641.21
2025-12-13,104,Retargeting - Display,187940,9776,1348.02
2025-12-14,104,Retargeting - Display,137575,2864,1708.48
2025-12-15,104,Retargeting - Display,188715,10932,1688.93
2025-12-16,104,Retargeting - Display,120675,6358,1442.94
2025-12-17,104,Retargeting - Display,143183,4973,1235.89
2025-12-18,104,Retargeting - Display,171566,3777,1698.22
2025-12-19,104,Retargeting - Display,164383,8893,1740.18
2025-12-20,104,Retargeting - Display,180798,6834,1925.62
2025-12-21,104,Retargeting - Display,211806,8055,1539.73
2025-12-22,104,Retargeting - Display,131213,7024,1234.86
2025-12-23,104,Retargeting - Display,241726,12617,1840.99
2025-12-24,104,Retargeting - Display,103363,4777,1072.92
2025-12-25,104,Retargeting - Display,111209,4706,1170.91
2025-12-26,104,Retargeting - Display,208988,9629,1897.86
2025-12-27,104,Retargeting - Display,229354,10450,1777.25
2025-12-28,104,Retargeting - Display,196360,7441,1951.75
2025-12-29,104,Retargeting - Display,190142,11160,1329.83
2025-12-30,104,Retargeting - Display,267877,13602,1867.51
